Name,Control,Region,Locale,AdmissionRate,UndergradPopulation,%White,%Black,%Hispanic,% sian,%AmericanIndian,%PacificIslander,%Biracial,%NonresidentAliens,AverageCost,CompletionRate150time,3YearDefaultRate,MedianDebtonGraduation,MedianDebtonWithdrawal,MedianFamilyIncome,PovertyRate,NumberofUnemployed8yearsafterentry,NumberofEmployed8yearsafterentry,MedianEarnings8yearsAfterEntry
University of Chicago,Private,Great Lakes,Large City,0.0881,5697,0.4546,0.0453,0.0869,0.1813,0.0018,0.0005,0.0374,0.0937,62425,0.9268,1.4,18625,15133.5,53224,7.23999977,150,1233,58700
University of Cincinnati-Main Campus,Public,Great Lakes,Large City,0.7325,23360,0.7647,0.0764,0.026,0.0296,0.0022,0.001,0.0226,0.0412,25799,0.579,10,23947.5,9500,50863,7.11000013,909,7427,36200
University of Colorado Boulder,Public,Rocky Mountains,Small City,0.8771,25461,0.7413,0.0169,0.0959,0.0518,0.0031,0.0006,0.0362,0.0376,27854,0.6969,4.7,19500,9500,73526,4.51999998,547,4614,41600
University of Colorado Colorado Springs,Public,Rocky Mountains,Large City,0.91,8888,0.6854,0.0375,0.1412,0.0327,0.0055,0.0033,0.0577,0.0086,16707,0.4598,2.7,21000,8250,48420,5.4000001,285,1704,37300
University of Colorado Denver,Public,Rocky Mountains,Large City,0.7587,10470,0.5199,0.0496,0.1547,0.0963,0.0048,0.0014,0.0337,0.0981,18822,0.4129,5,22995,11368,36176,5.59999991,332,2205,50100
University of Connecticut,Public,New England,Large Suburb,0.5366,17684,0.6349,0.0522,0.0784,0.0882,0.0014,0.0007,0.0256,0.0344,25786,0.8323,3.8,21500,11600,86510,4.96000004,320,4800,49700
University of Connecticut-Stamford,Public,New England,Mid-size City,0.4107,1224,0.4232,0.1119,0.2124,0.0964,0.0016,0.0008,0.0261,0.0458,13028,0.6243,3.8,21500,11600,86510,4.96000004,320,4800,49700
University of Connecticut-Tri-Campus,Public,New England,Mid-size Suburb,0.4207,2382,0.5474,0.102,0.1427,0.0953,0.0008,0.0008,0.0235,0.008,13099,0.5029,3.8,21500,11600,86510,4.96000004,320,4800,49700
University of Dallas,Private,Southwest,Mid-size City,0.9011,1374,0.6689,0.0146,0.1863,0.0437,0.0015,0.0007,0.0349,0.0298,47437,0.6602,3.5,25640.5,8750,86001,6.38999987,57,352,38600
University of Dayton,Private,Great Lakes,Mid-size City,0.5297,7812,0.8178,0.0288,0.0287,0.0125,0.001,0.0003,0.0105,0.0893,46250,0.7674,2,26863,11384,108917.5,4.71000004,100,1914,45900
University of Delaware,Public,Mid-Atlantic,Large Suburb,0.6468,17729,0.7529,0.0531,0.0694,0.0426,0.0007,0.0011,0.0264,0.0416,21748,0.8001,3.7,24126.5,9458.5,102027,4.38000011,209,3468,50100
University of Denver,Private,Rocky Mountains,Large City,0.7673,5505,0.6836,0.0272,0.089,0.0416,0.0051,0.0009,0.0312,0.0885,53614,0.7752,1.9,24500,11753,55997.5,5.28000021,158,1392,47600
University of Detroit Mercy,Private,Great Lakes,Large City,0.6147,2871,0.5291,0.1007,0.0286,0.032,0.0024,0.0017,0.024,0.0582,48027,0.5682,6.1,25000,12673,44772,10.1599999,108,843,43000
University of Dubuque,Private,Great Plains,Small City,0.7742,1687,0.6675,0.1251,0.0717,0.013,0.0095,0.0018,0.0296,0.0065,34206,0.468,8.6,26946,10500,57825,6.84000015,39,580,32900
University of Evansville,Private,Great Lakes,Mid-size City,0.8409,2373,0.7758,0.0278,0.0291,0.0139,0.0013,0.0004,0.024,0.0885,42674,0.6344,5.2,26000,10250,73591.5,6.38999987,54,790,37000
University of Florida,Public,Southeast,Mid-size City,0.4655,32346,0.5843,0.074,0.1902,0.0754,0.0026,0.007,0.0282,0.0105,20456,0.8654,3.6,15132.5,10250,45776.5,8.72999954,627,6609,46600
University of Georgia,Public,Southeast,Mid-size City,0.5608,26120,0.7297,0.074,0.052,0.0895,0.0009,0.0011,0.0299,0.0122,21162,0.8314,3.8,18700,14500,69003,7.26999998,430,4620,42500
University of Great Falls,Private,Rocky Mountains,Small City,0.7272,1032,0.7684,0.0184,0.0688,0.0203,0.0262,0.0048,0.0126,0.0203,31310,0.2963,9.3,25000,9750,31885,11.2299995,68,251,29800
University of Hartford,Private,New England,Mid-size City,0.6173,5026,0.5975,0.1486,0.0933,0.0304,0.0054,0.0006,0.0227,0.0533,47368,0.5871,5.6,27000,9500,85192,5.73000002,139,1677,39400
University of Hawaii at Hilo,Public,Far West,Remote Town,0.752,3335,0.239,0.0096,0.1112,0.1814,0.0042,0.1121,0.2909,0.0483,15284,0.3642,9.7,19264,8028.5,29592,10.0799999,203,878,30400
University of Hawaii at Manoa,Public,Far West,Large City,0.8009,14097,0.1834,0.0123,0.0874,0.4042,0.0021,0.0389,0.2463,0.0238,18491,0.5651,5.1,19509,8250,39485,7.19999981,400,2956,38500
University of Hawaii-West Oahu,Public,Far West,Large Suburb,0.7643,2192,0.1122,0.0151,0.1086,0.3818,0.0018,0.083,0.2933,0.0041,9874,0.25,6.6,12500,5500,21363,7.28000021,40,161,37400
University of Houston,Public,Southwest,Large City,0.5841,30357,0.2843,0.1155,0.2998,0.2122,0.0015,0.0026,0.0311,0.0464,22215,0.4754,7.9,20426,10000,33211,9.92000008,801,6876,45200
University of Houston-Downtown,Public,Southwest,Large City,0.9509,13297,0.18,0.2529,0.3947,0.0919,0.0044,0.0032,0.0092,0.052,18879,0.1408,12.1,21000,11461,24928.5,13.4300003,372,2888,38500
University of Idaho,Public,Rocky Mountains,Fringe Rural,0.6565,8539,0.7968,0.0105,0.0837,0.0143,0.0088,0.0022,0.0309,0.0337,19700,0.5381,8.3,25000,12100,51484,8.27000046,303,2455,35800
University of Illinois at Chicago,Public,Great Lakes,Large City,0.714,16601,0.3791,0.0781,0.2474,0.2251,0.0014,0.0042,0.0245,0.0197,25248,0.5669,4.2,18532.5,8750,41721,8.10999966,574,5090,47000
University of Illinois at Springfield,Public,Great Lakes,Mid-size City,0.5977,2959,0.6773,0.1338,0.0595,0.0368,0.0014,0.001,0.0247,0.0291,21385,0.4308,6.6,19498,11129,42542.5,7.53000021,68,793,40000
University of Illinois at Urbana-Champaign,Public,Great Lakes,Small City,0.6239,31663,0.5315,0.0554,0.0825,0.1518,0.0006,0.0015,0.0253,0.1462,28564,0.838,3.5,20950,11566,85462,5.59999991,414,5864,50700
University of Indianapolis,Private,Great Lakes,Large City,0.8443,4108,0.6865,0.1093,0.0314,0.0083,0.0024,0.0015,0.0224,0.0755,36158,0.571,5.6,27450,10321.5,58141,6.05000019,89,1160,36700
University of Iowa,Public,Great Plains,Small City,0.8023,21314,0.7159,0.0276,0.059,0.0303,0.0019,0.0009,0.0241,0.1,21832,0.6962,4.1,22500,12000,74267,5.36999989,303,5665,44000
University of Kansas,Public,Great Plains,Small City,0.9228,18731,0.7481,0.0407,0.0641,0.0391,0.0053,0.001,0.0421,0.0521,21971,0.6162,5.5,20114,9427,72937,5.23999977,339,4971,41600
University of Kentucky,Public,Southeast,Large City,0.6861,21050,0.778,0.0779,0.0326,0.0247,0.0017,0.0007,0.0285,0.0262,22420,0.6184,7.2,20500,9250,57564,9.06000042,413,4583,39300
University of La Verne,Private,Far West,Large Suburb,0.3895,5128,0.2607,0.0626,0.4836,0.054,0.0031,0.0051,0.0322,0.0242,45305,0.5928,3.8,25000,20832,39519,10.71,163,1453,45300
University of Louisiana at Lafayette,Public,Southeast,Mid-size City,0.593,14261,0.6842,0.213,0.0316,0.0193,0.0043,0.0008,0.0158,0.022,15342,0.4482,9.3,20898,9500,35091,15.4799995,437,3486,34600
University of Louisiana at Monroe,Public,Southeast,Small City,0.7724,5863,0.6166,0.2751,0.0194,0.0177,0.0034,0.0009,0.0218,0.0247,14925,0.4017,10.7,21207,10951,28606,17.0699997,328,2371,33700
University of Louisville,Public,Southeast,Large City,0.7112,15023,0.7686,0.1146,0.0363,0.0308,0.0014,0.0005,0.0355,0.0105,21922,0.5343,9.6,21500,9250,45597.5,8.75,323,2710,35800
University of Maine,Public,New England,Small Suburb,0.8106,8619,0.8119,0.0201,0.0222,0.0138,0.013,0.0002,0.0262,0.0253,22461,0.5556,6.3,27000,11000,60423,7.78999996,217,2813,36500
University of Maine at Farmington,Public,New England,Remote Town,0.837,1858,0.8439,0.014,0.0183,0.0075,0.0054,0.0005,0.0253,0.0022,20415,0.5511,7.5,27000,9500,58522,7.61000013,100,810,30500
University of Mary,Private,Great Plains,Fringe Rural,0.8307,1865,0.8375,0.0306,0.0284,0.0064,0.0139,0.0021,0.0123,0.0193,22936,0.4858,4.6,23152,11961.5,59522,9.35999966,49,1053,43200
University of Mary Hardin-Baylor,Private,Southwest,Small Suburb,0.8468,3006,0.6035,0.1427,0.174,0.0143,0.0057,0.0043,0.0173,0.0233,35000,0.4719,9.4,26784,9500,57382,8.03999996,131,1055,38000
University of Mary Washington,Public,Southeast,Mid-size Suburb,0.8096,4303,0.6556,0.0597,0.0693,0.0432,0.0016,0,0.0418,0.0063,21862,0.7371,1.7,22150,8750,94155.5,4.17000008,62,805,44700
University of Maryland Eastern Shore,Public,Mid-Atlantic,Fringe Town,0.5502,3421,0.1058,0.7357,0.0205,0.0105,0.0009,0.0006,0.0783,0.0348,20587,0.3246,17.1,27500,11763,40227,9.47999954,131,1134,32800
University of Maryland-Baltimore County,Public,Mid-Atlantic,Large Suburb,0.6315,11012,0.4521,0.1594,0.0568,0.1983,0.0015,0.0015,0.036,0.0423,22024,0.6458,5.6,21500,11750,59891,4.92000008,231,1985,46900
University of Maryland-College Park,Public,Mid-Atlantic,Large Suburb,0.4699,26045,0.5368,0.1249,0.0887,0.1557,0.0012,0.0008,0.0362,0.0304,22933,0.8406,2.8,19500,14000,75194,4.42999983,436,4844,54400
University of Massachusetts-Amherst,Public,New England,Large Suburb,0.6294,21672,0.6685,0.0359,0.0482,0.0774,0.0013,0.0006,0.0232,0.0216,25665,0.7266,5.6,24250,12250,75270.5,5.59999991,421,5259,43500
University of Massachusetts-Boston,Public,New England,Large City,0.7141,11786,0.4157,0.1554,0.1198,0.1201,0.0014,0.0003,0.0249,0.0968,19763,0.4358,8.6,0,16357,33287,9.01000023,323,2298,42400
University of Massachusetts-Dartmouth,Public,New England,Mid-size Suburb,0.7213,7202,0.6862,0.1165,0.0712,0.0328,0.0022,0.0004,0.0365,0.0107,23763,0.4903,9.7,25921,14100,69531.5,6.21000004,179,2350,41100
University of Massachusetts-Lowell,Public,New England,Large Suburb,0.6397,11830,0.6611,0.0606,0.0896,0.0855,0.0016,0.0002,0.0222,0.017,22861,0.5426,7.3,25000,12000,61757,6.53999996,205,2213,45600
University of Memphis,Public,Southeast,Large City,0.6841,16178,0.4988,0.3936,0.0343,0.0265,0.0025,0.0011,0.0302,0.0083,20899,0.432,12.4,26393.5,13774.5,29727,11.9899998,455,3442,33700
University of Miami,Private,Southeast,Large Suburb,0.4044,11246,0.4302,0.0728,0.2171,0.0538,0.0015,0.0012,0.0268,0.1344,57700,0.8169,2.8,21250,12250,59417,7.82000017,276,2452,51100
University of Michigan-Ann Arbor,Public,Great Lakes,Mid-size City,0.3326,28077,0.6272,0.0436,0.0412,0.1222,0.0016,0.0004,0.031,0.0667,25760,0.8997,2.1,22000,15000,69630,5.88999987,388,4565,53400
University of Michigan-Dearborn,Public,Great Lakes,Small City,0.6284,6793,0.7047,0.1066,0.0502,0.0617,0.0041,0.0007,0.0289,0.0128,15831,0.518,8.1,25000,11509,38952,8.73999977,202,1351,42900
University of Michigan-Flint,Public,Great Lakes,Mid-size City,0.7809,6746,0.6843,0.1178,0.0382,0.0159,0.0077,0.001,0.0283,0.0605,16731,0.3754,8.9,28376.5,13848,38562,7.76000023,205,1349,36700
University of Minnesota-Crookston,Public,Great Plains,Distant Town,0.6916,1813,0.7777,0.0645,0.021,0.0193,0.0083,0.0022,0.0182,0.0596,21549,0.4369,8.1,20000,9500,56026,6.92999983,32,514,38000
University of Minnesota-Duluth,Public,Great Plains,Small City,0.7822,9239,0.8759,0.0195,0.0203,0.0291,0.0043,0.0008,0.0246,0.0184,22796,0.5883,4.4,25000,10250,83294.5,4.94999981,157,2970,39900
University of Minnesota-Morris,Public,Great Plains,Remote Town,0.5764,1846,0.6603,0.0206,0.0298,0.0265,0.0585,0,0.1073,0.0937,22853,0.6341,5.6,20000,9313,71476,6.03999996,47,555,34500
University of Minnesota-Twin Cities,Public,Great Plains,Large City,0.4442,30271,0.7147,0.0381,0.0302,0.0858,0.0028,0.0007,0.033,0.0873,24278,0.754,3.6,21500,12750,72908.5,5.32000017,600,7705,43300
University of Mississippi,Public,Southeast,Remote Town,0.5936,16432,0.7675,0.1559,0.0275,0.0158,0.0026,0.001,0.0178,0.0114,21526,0.5797,7.5,21500,11785,46826.5,12.1700001,286,3213,37900
University of Missouri-Columbia,Public,Great Plains,Mid-size City,0.7861,26585,0.7989,0.0822,0.0332,0.0224,0.0025,0.0005,0.0253,0.0273,22387,0.7012,5.5,22500,10500,80508.5,6.23999977,405,5572,41200
University of Missouri-Kansas City,Public,Great Plains,Large City,0.33,8309,0.5772,0.1634,0.0699,0.065,0.0034,0.0019,0.0311,0.0375,23437,0.5131,9.8,21187,11000,40642,7.36000013,286,2524,41300
University of Missouri-St Louis,Public,Great Plains,Large Suburb,0.7419,8928,0.6206,0.192,0.0242,0.0445,0.0037,0.0016,0.0164,0.0343,22474,0.4567,8.6,22000,14000,37821,7.57000017,333,2918,37500
University of Mobile,Private,Southeast,Fringe Rural,0.7125,1472,0.6461,0.216,0.0122,0.0095,0.0163,0.0007,0.017,0.0306,30108,0.4904,3.5,27000,15750,37643,12.4899998,80,650,32900
University of Montevallo,Public,Southeast,Large Suburb,0.8729,2610,0.7368,0.1398,0.023,0.0065,0.0069,0.0011,0.018,0.0134,20209,0.4493,9.8,23400,12400,48019,9.34000015,96,747,30400
University of Mount Union,Private,Great Lakes,Fringe Town,0.712,2056,0.8123,0.0618,0.0214,0.0049,0.0029,0,0.037,0.0355,37502,0.6273,7.3,27000,9772.5,74701.5,5.84000015,49,700,39100
University of Nebraska at Kearney,Public,Great Plains,Remote Town,0.8486,5247,0.8003,0.0164,0.0879,0.0078,0.0013,0.001,0.013,0.0589,19212,0.5322,5.1,21697,9500,55165.5,7.13999987,115,1730,36000
University of Nebraska at Omaha,Public,Great Plains,Large City,0.7078,12153,0.7234,0.0652,0.0871,0.0267,0.0042,0.0012,0.0298,0.0315,16860,0.4211,5.7,21000,9200,57671,5.36000013,220,2655,38300
University of Nebraska-Lincoln,Public,Great Plains,Large City,0.6404,19376,0.8002,0.024,0.0467,0.0224,0.0027,0.0006,0.0238,0.0599,21024,0.6678,4.4,22500,9002,72140.5,5.94000006,320,4609,39200
University of Nevada-Las Vegas,Public,Far West,Mid-size City,0.8512,22742,0.3836,0.0762,0.2315,0.1634,0.003,0.0167,0.0759,0.037,17478,0.4288,8.8,19491,10342,36398.5,7.25,524,3684,38800
University of Nevada-Reno,Public,Far West,Mid-size City,0.8396,15310,0.646,0.0354,0.1631,0.0656,0.0079,0.0057,0.0598,0.0123,21398,0.5139,5.1,18743.5,8120,45534,6.38000011,238,1968,41800
University of New England,Private,New England,Mid-size Suburb,0.8584,2179,0.7031,0.0124,0.0014,0.0243,0.005,0.0018,0.0064,0.0064,47931,0.5966,4.5,27000,18000,74608,5.84000015,46,746,44200
University of New Hampshire-Main Campus,Public,New England,Small Suburb,0.7784,12288,0.8016,0.0118,0.0293,0.0203,0.0027,0.0002,0.0165,0.0116,29520,0.7919,2.9,27000,11000,88997,4.13000011,247,3829,42400
University of New Haven,Private,New England,Large Suburb,0.7441,4759,0.5276,0.0815,0.0813,0.0216,0.0044,0.0015,0.0116,0.075,48280,0.5443,3.8,27000,10500,78636,5.48000002,68,1072,44000
University of New Mexico-Main Campus,Public,Southwest,Large City,0.6458,20847,0.37,0.0267,0.4482,0.0292,0.0602,0.0019,0.0328,0.01,16822,0.4828,13,20500,11432,26437,15.7700005,1041,5241,31900
University of New Orleans,Public,Southeast,Large City,0.5036,6854,0.5626,0.1548,0.0988,0.0779,0.0045,0.0006,0.0274,0.0317,16212,0.3214,9,17821,8500,27630.5,14,451,3190,32900
University of North Alabama,Public,Southeast,Small City,0.8092,5536,0.715,0.1384,0.0246,0.0038,0.0112,0.0011,0.0208,0.0495,15058,0.3216,13.4,21750,8735,40030,11.0699997,207,1377,33000
University of North Carolina at Asheville,Public,Southeast,Small City,0.6403,3323,0.8333,0.0307,0.0391,0.0147,0.0042,0.0009,0.0328,0.0039,17468,0.5954,7.3,20508,7629,48654,7.94000006,98,732,31600
University of North Carolina at Chapel Hill,Public,Southeast,Small City,0.2759,17882,0.6632,0.0838,0.0707,0.0884,0.0048,0.0014,0.0373,0.0247,23069,0.9002,2.3,15906,11666.5,64969.5,7.01000023,259,2897,48000
University of North Carolina at Charlotte,Public,Southeast,Large City,0.6852,21400,0.6135,0.1666,0.0743,0.0504,0.0038,0.0014,0.0326,0.0246,17767,0.539,6.2,23005,10166.5,51983,6.76999998,435,4073,38300
University of North Carolina at Greensboro,Public,Southeast,Large City,0.6002,14138,0.5752,0.2546,0.063,0.0431,0.0037,0.0011,0.0387,0.0174,17362,0.5541,7.5,22500,9500,50195,7.53999996,319,3143,33300
University of North Carolina at Pembroke,Public,Southeast,Distant Town,0.7204,5184,0.3818,0.348,0.0461,0.0168,0.1553,0.001,0.0212,0.0073,15784,0.327,15.9,21000,12177,36289.5,13.3500004,175,1395,30500
University of North Carolina Wilmington,Public,Southeast,Mid-size City,0.5419,12178,0.8043,0.048,0.0622,0.0195,0.0048,0.0017,0.0282,0.0069,18165,0.7099,6.7,20624,9761.5,63608.5,7.73000002,269,2651,35700
University of North Dakota,Public,Great Plains,Small City,0.737,11182,0.8152,0.0207,0.025,0.0136,0.0174,0.0009,0.026,0.0535,20538,0.5529,3.6,24500,10000,72841.5,7.34000015,210,3576,42600
University of North Florida,Public,Southeast,Large City,0.5343,14006,0.6997,0.0985,0.0929,0.0432,0.0011,0.0009,0.0471,0.0131,19415,0.4995,7.5,17479,9882,41844.5,7.11999989,324,2877,38400
University of North Georgia,Public,Southeast,Fringe Town,0.6102,14502,0.7901,0.0449,0.0859,0.0283,0.0023,0.0012,0.0239,0.0119,16525,0.2597,9.2,16473,5500,0,0,0,0,0
University of North Texas,Public,Southwest,Mid-size City,0.5969,31243,0.5114,0.1423,0.206,0.0535,0.0052,0.0012,0.0313,0.0392,18593,0.4993,10,20750,9835.5,49512,7.21000004,695,6921,39400
University of Northern Colorado,Public,Rocky Mountains,Small City,0.6957,9525,0.5818,0.0382,0.1636,0.0152,0.0036,0.0024,0.0318,0.0117,19105,0.4638,5.9,22461,8250,69484,5.5,317,2900,36200
University of Northern Iowa,Public,Great Plains,Small City,0.8331,10170,0.8705,0.0268,0.0276,0.0081,0.0018,0.0005,0.0165,0.0326,19233,0.6649,4.8,22148,12000,70699,5.80999994,230,4062,38700
University of Northwestern-St Paul,Private,Great Plains,Large Suburb,0.6915,2038,0.8464,0.0432,0.0098,0.0442,0.0049,0,0.0245,0.0064,37803,0.6844,3.9,22430,12500,65093,4.69999981,103,912,32100
University of Notre Dame,Private,Great Lakes,Large Suburb,0.223,8466,0.7126,0.0357,0.1024,0.0601,0.0039,0.0001,0.039,0.0408,57805,0.9486,0.8,21000,14257,106005,5.76000023,78,1616,63200
University of Oklahoma-Norman Campus,Public,Southwest,Mid-size Suburb,0.8044,20528,0.6248,0.049,0.0885,0.056,0.0419,0.0018,0.0646,0.0388,23263,0.6629,4.9,20000,12000,49891,8.5,539,4989,43300
University of Oregon,Public,Far West,Mid-size City,0.7417,20473,0.6425,0.0199,0.0813,0.0513,0.0052,0.0048,0.0584,0.1242,22390,0.6653,5.8,21535,10333,54318,7.28000021,517,4089,38000
University of Pennsylvania,Private,Mid-Atlantic,Large City,0.1224,10606,0.4629,0.0731,0.0998,0.1815,0.0014,0.0006,0.0359,0.1052,59600,0.9569,1.3,21500,12500,62169,7.01000023,250,2466,73200
University of Pikeville,Private,Southeast,Remote Town,1,1313,0.821,0.1325,0.0145,0.0046,0.0023,0,0,0.0251,31005,0.309,12.5,19500,5750,24191,20.3199997,71,269,28000
University of Pittsburgh-Bradford,Public,Mid-Atlantic,Remote Town,0.8532,1456,0.7356,0.103,0.0364,0.0192,0.0021,0.0007,0.0179,0.033,23732,0.5189,4.2,26896.5,10596,71893,6.88999987,410,5951,45600
University of Pittsburgh-Greensburg,Public,Mid-Atlantic,Large Suburb,0.9311,1677,0.8044,0.0513,0.0423,0.0322,0.0012,0.0006,0.0191,0.0143,23343,0.5329,4.2,26896.5,10596,71893,6.88999987,410,5951,45600
University of Pittsburgh-Johnstown,Public,Mid-Atlantic,Small Suburb,0.9038,2837,0.8921,0.0342,0.0134,0.012,0.0004,0.0011,0.013,0.024,23709,0.5501,4.2,26896.5,10596,71893,6.88999987,410,5951,45600
University of Pittsburgh-Pittsburgh Campus,Public,Mid-Atlantic,Large City,0.5613,18304,0.7683,0.0546,0.0259,0.0752,0.0004,0.0005,0.0287,0.0333,30410,0.8044,4.2,26896.5,10596,71893,6.88999987,410,5951,45600
University of Portland,Private,Far West,Large City,0.668,3468,0.6401,0.0087,0.0998,0.1024,0.0032,0.0141,0.079,0.0288,51036,0.755,1.1,25000,10000,86897,6.57999992,55,821,48800
University of Puerto Rico-Aguadilla,Public,Outlying Areas,Large Suburb,0.9234,2886,0.0073,0.001,0.9106,0.0003,0.0003,0,0.0017,0,8055,0.321,11.8,5500,4500,22433.5,45.7299995,0,0,0
University of Puerto Rico-Arecibo,Public,Outlying Areas,Small City,0.5302,3654,0,0,1,0,0,0,0,0,11056,0.4004,11.9,4600,4500,22433.5,45.7299995,0,0,0
University of Puerto Rico-Bayamon,Public,Outlying Areas,Large Suburb,0.2547,4847,0,0,1,0,0,0,0,0,8509,0.3924,11.9,5500,4500,22433.5,45.7299995,0,0,0
University of Puerto Rico-Carolina,Public,Outlying Areas,Mid-size City,0.8065,3880,0.0077,0.0026,0.9126,0,0.0015,0,0.016,0,11945,0.3327,11.8,4957.5,4500,22433.5,45.7299995,0,0,0
University of Puerto Rico-Cayey,Public,Outlying Areas,Large Suburb,0.8342,3779,0,0,1,0,0,0,0,0,11428,0.4638,11.8,5000,4000,22433.5,45.7299995,0,0,0
University of Puerto Rico-Humacao,Public,Outlying Areas,Large Suburb,0.4487,3383,0.0059,0.0095,0.8835,0.0003,0,0.0003,0.0033,0.0006,11686,0.4343,11.8,5000,3800,22433.5,45.7299995,0,0,0
University of Puerto Rico-Mayaguez,Public,Outlying Areas,Small City,0.725,10697,0,0,1,0,0,0,0,0,14726,0.4284,11.6,5500,5500,22433.5,45.7299995,0,0,0
University of Puerto Rico-Ponce,Public,Outlying Areas,Mid-size City,0.6398,3120,0,0,1,0,0,0,0,0,13018,0.4072,11.9,5500,4500,22433.5,45.7299995,0,0,0
University of Puerto Rico-Rio Piedras,Public,Outlying Areas,Large City,0.5248,11834,0.007,0.0014,0.9027,0.0014,0.001,0.0001,0.0025,0.0001,8020,0.4748,11.9,5500,5197,22433.5,45.7299995,0,0,0
University of Puget Sound,Private,Far West,Mid-size City,0.8522,2542,0.7506,0.0083,0.0724,0.0688,0.0016,0.0004,0.0893,0.0028,53785,0.7816,2.4,23500,10288,84173.5,6.1500001,55,617,41400
University of Redlands,Private,Far West,Small City,0.672,3462,0.5061,0.0459,0.2605,0.0511,0.0055,0.0061,0.0373,0.0069,55268,0.7295,3,27000,18381,69769,9.18999958,120,1164,47100
University of Rhode Island,Public,New England,Large Suburb,0.7871,13008,0.693,0.0496,0.0863,0.0301,0.0025,0.0003,0.0231,0.0071,26262,0.6344,7.3,23250,9500,78122.5,6.90999985,240,3291,44600
University of Richmond,Private,Southeast,Mid-size City,0.3116,3107,0.5845,0.0766,0.0705,0.0557,0.0026,0.0003,0.0348,0.0882,55980,0.8502,1.7,19500,10250,90735.5,4.78999996,44,639,51500
University of Rochester,Private,Mid-Atlantic,Mid-size City,0.3568,6047,0.5361,0.0475,0.0567,0.1052,0.0026,0.0008,0.0278,0.1507,59156,0.8518,2.5,26000,13500,85192,6.26000023,79,996,50200
University of Saint Francis-Fort Wayne,Private,Great Lakes,Large City,0.5362,1878,0.8211,0.065,0.0634,0.008,0.0048,0.0016,0.0181,0.0043,31516,0.5356,4.4,26000,9500,63504,5.03000021,68,744,36600
University of San Diego,Private,Far West,Large City,0.4885,5573,0.5539,0.0278,0.1888,0.0592,0.0047,0.0031,0.0574,0.0599,56346,0.7502,2.8,22500,10215.5,69873.5,6.59999991,134,1290,53400
University of San Francisco,Private,Far West,Large City,0.6129,6308,0.311,0.0293,0.1872,0.194,0.0019,0.0049,0.0699,0.1815,55812,0.6901,5.3,25000,20300,70581,6.55999994,157,1397,53300
University of Scranton,Private,Mid-Atlantic,Small City,0.7503,3834,0.8127,0.0159,0.0741,0.0282,0.001,0.0003,0.0201,0.0034,51962,0.8176,4,27000,12000,93993,5.51999998,62,1215,50800
University of Sioux Falls,Private,Great Plains,Mid-size City,0.969,1075,0.8809,0.04,0.027,0.0047,0.0037,0.0019,0.0307,0.0056,33909,0.4747,4.3,25000,8000,62665.5,6.07000017,22,613,34800
University of South Alabama,Public,Southeast,Mid-size City,0.8604,11048,0.6374,0.229,0.0246,0.0337,0.0088,0.0018,0.0226,0.0284,17125,0.3342,7.1,25000,9500,30958,12.5,413,2802,34400
University of South Carolina-Aiken,Public,Southeast,Large Suburb,0.5122,2956,0.6008,0.2689,0.0379,0.0112,0.003,0.0003,0.0348,0.0189,18466,0.4212,8.2,26000,9500,41442,11.5100002,113,972,32800
University of South Carolina-Beaufort,Public,Southeast,Fringe Town,0.7304,1716,0.6224,0.1917,0.0513,0.0082,0.0035,0.0023,0.0321,0.007,19354,0.2689,8.3,24250,9500,34946,9.72000027,44,297,28700
University of South Carolina-Columbia,Public,Southeast,Mid-size City,0.606,23987,0.7709,0.1016,0.0406,0.0228,0.0025,0.0011,0.0321,0.0113,23685,0.7268,4.7,22500,13500,63282.5,8.43000031,439,4951,38700
University of South Carolina-Upstate,Public,Southeast,Mid-size Suburb,0.6422,4952,0.5687,0.2886,0.0438,0.0184,0.002,0.0002,0.0311,0.0147,20848,0.405,8.9,23250,11181,41002.5,9.53999996,169,1533,33600
University of South Dakota,Public,Great Plains,Distant Town,0.8788,6449,0.8719,0.0209,0.0338,0.0121,0.0164,0.0017,0.0256,0.0119,18843,0.5515,6.4,24000,10500,53346,7.32000017,178,2467,35900
University of South Florida-Main Campus,Public,Southeast,Large City,0.4524,30376,0.5493,0.1106,0.1961,0.0603,0.0021,0.0029,0.0322,0.0317,19299,0.6321,7.4,19735,12500,36808.5,7.98000002,978,8367,37900
University of South Florida-St Petersburg,Public,Southeast,Mid-size City,0.4401,3955,0.6903,0.0721,0.1464,0.0407,0.0018,0.0035,0.0286,0.0025,18821,0.4273,7.4,19735,12500,0,0,978,8367,37900
University of Southern California,Private,Far West,Large City,0.1984,18087,0.3812,0.0442,0.1355,0.2306,0.0013,0.0012,0.0475,0.1209,59787,0.9117,1.8,22841.5,17125,42938,8.75,462,4462,62300
University of Southern Indiana,Public,Great Lakes,Mid-size Suburb,0.6934,8764,0.8625,0.0448,0.0088,0.0086,0.0022,0.001,0.0201,0.0267,17996,0.3954,9.6,23275,8250,57798,6.75,285,2909,31300
University of Southern Maine,Public,New England,Small City,0.828,6079,0.8118,0.0306,0.0196,0.0225,0.0089,0.0008,0.0197,0.0092,22290,0.3356,6.8,24250,12000,49417,7.03000021,223,2389,35000
